CATEGORIES,Price_Type,Value_Type,MonthNum,Year,Month_Name,Date,Sales_R_Millions
All other retailers,At constant prices,Actual values,6,2008,June,2008-06-01,7950
All other retailers,At constant prices,Actual values,7,2008,July,2008-07-01,8794
All other retailers,At constant prices,Actual values,8,2008,August,2008-08-01,8474
All other retailers,At constant prices,Actual values,9,2008,September,2008-09-01,8317
All other retailers,At constant prices,Actual values,10,2008,October,2008-10-01,9120
All other retailers,At constant prices,Actual values,11,2008,November,2008-11-01,8851
All other retailers,At constant prices,Actual values,12,2008,December,2008-12-01,11088
All other retailers,At constant prices,Actual values,1,2009,January,2009-01-01,8350
All other retailers,At constant prices,Actual values,2,2009,February,2009-02-01,8581
All other retailers,At constant prices,Actual values,3,2009,March,2009-03-01,8484
All other retailers,At constant prices,Actual values,4,2009,April,2009-04-01,7788
All other retailers,At constant prices,Actual values,5,2009,May,2009-05-01,7983
All other retailers,At constant prices,Actual values,6,2009,June,2009-06-01,7602
All other retailers,At constant prices,Actual values,7,2009,July,2009-07-01,7994
All other retailers,At constant prices,Actual values,8,2009,August,2009-08-01,7923
All other retailers,At constant prices,Actual values,9,2009,September,2009-09-01,7841
All other retailers,At constant prices,Actual values,10,2009,October,2009-10-01,8462
All other retailers,At constant prices,Actual values,11,2009,November,2009-11-01,8454
All other retailers,At constant prices,Actual values,12,2009,December,2009-12-01,10028
All other retailers,At constant prices,Actual values,1,2010,January,2010-01-01,8344
All other retailers,At constant prices,Actual values,2,2010,February,2010-02-01,8258
All other retailers,At constant prices,Actual values,3,2010,March,2010-03-01,8371
All other retailers,At constant prices,Actual values,4,2010,April,2010-04-01,7774
All other retailers,At constant prices,Actual values,5,2010,May,2010-05-01,8076
All other retailers,At constant prices,Actual values,6,2010,June,2010-06-01,8271
All other retailers,At constant prices,Actual values,7,2010,July,2010-07-01,8679
All other retailers,At constant prices,Actual values,8,2010,August,2010-08-01,8380
All other retailers,At constant prices,Actual values,9,2010,September,2010-09-01,8496
All other retailers,At constant prices,Actual values,10,2010,October,2010-10-01,9152
All other retailers,At constant prices,Actual values,11,2010,November,2010-11-01,9375
All other retailers,At constant prices,Actual values,12,2010,December,2010-12-01,11179
All other retailers,At constant prices,Actual values,1,2011,January,2011-01-01,9113
All other retailers,At constant prices,Actual values,2,2011,February,2011-02-01,8868
All other retailers,At constant prices,Actual values,3,2011,March,2011-03-01,9059
All other retailers,At constant prices,Actual values,4,2011,April,2011-04-01,8642
All other retailers,At constant prices,Actual values,5,2011,May,2011-05-01,8543
All other retailers,At constant prices,Actual values,6,2011,June,2011-06-01,8357
All other retailers,At constant prices,Actual values,7,2011,July,2011-07-01,8774
All other retailers,At constant prices,Actual values,8,2011,August,2011-08-01,9611
All other retailers,At constant prices,Actual values,9,2011,September,2011-09-01,9683
All other retailers,At constant prices,Actual values,10,2011,October,2011-10-01,9980
All other retailers,At constant prices,Actual values,11,2011,November,2011-11-01,9945
All other retailers,At constant prices,Actual values,12,2011,December,2011-12-01,12704
All other retailers,At constant prices,Actual values,1,2012,January,2012-01-01,9515
All other retailers,At constant prices,Actual values,2,2012,February,2012-02-01,9748
All other retailers,At constant prices,Actual values,3,2012,March,2012-03-01,9923
All other retailers,At constant prices,Actual values,4,2012,April,2012-04-01,8945
All other retailers,At constant prices,Actual values,5,2012,May,2012-05-01,9242
All other retailers,At constant prices,Actual values,6,2012,June,2012-06-01,9242
All other retailers,At constant prices,Actual values,7,2012,July,2012-07-01,9752
All other retailers,At constant prices,Actual values,8,2012,August,2012-08-01,9694
All other retailers,At constant prices,Actual values,9,2012,September,2012-09-01,9500
All other retailers,At constant prices,Actual values,10,2012,October,2012-10-01,10178
All other retailers,At constant prices,Actual values,11,2012,November,2012-11-01,10825
All other retailers,At constant prices,Actual values,12,2012,December,2012-12-01,12931
All other retailers,At constant prices,Actual values,1,2013,January,2013-01-01,9878
All other retailers,At constant prices,Actual values,2,2013,February,2013-02-01,10249
All other retailers,At constant prices,Actual values,3,2013,March,2013-03-01,10226
All other retailers,At constant prices,Actual values,4,2013,April,2013-04-01,10109
All other retailers,At constant prices,Actual values,5,2013,May,2013-05-01,9719
All other retailers,At constant prices,Actual values,6,2013,June,2013-06-01,9436
All other retailers,At constant prices,Actual values,7,2013,July,2013-07-01,9941
All other retailers,At constant prices,Actual values,8,2013,August,2013-08-01,10031
All other retailers,At constant prices,Actual values,9,2013,September,2013-09-01,9401
All other retailers,At constant prices,Actual values,10,2013,October,2013-10-01,10227
All other retailers,At constant prices,Actual values,11,2013,November,2013-11-01,10863
All other retailers,At constant prices,Actual values,12,2013,December,2013-12-01,13250
All other retailers,At constant prices,Actual values,1,2014,January,2014-01-01,10177
All other retailers,At constant prices,Actual values,2,2014,February,2014-02-01,10033
All other retailers,At constant prices,Actual values,3,2014,March,2014-03-01,10366
All other retailers,At constant prices,Actual values,4,2014,April,2014-04-01,10240
All other retailers,At constant prices,Actual values,5,2014,May,2014-05-01,10266
All other retailers,At constant prices,Actual values,6,2014,June,2014-06-01,9552
All other retailers,At constant prices,Actual values,7,2014,July,2014-07-01,10362
All other retailers,At constant prices,Actual values,8,2014,August,2014-08-01,10209
All other retailers,At constant prices,Actual values,9,2014,September,2014-09-01,9685
All other retailers,At constant prices,Actual values,10,2014,October,2014-10-01,10700
All other retailers,At constant prices,Actual values,11,2014,November,2014-11-01,10567
All other retailers,At constant prices,Actual values,12,2014,December,2014-12-01,13365
All other retailers,At constant prices,Actual values,1,2015,January,2015-01-01,10853
All other retailers,At constant prices,Actual values,2,2015,February,2015-02-01,10577
All other retailers,At constant prices,Actual values,3,2015,March,2015-03-01,11181
All other retailers,At constant prices,Actual values,4,2015,April,2015-04-01,10481
All other retailers,At constant prices,Actual values,5,2015,May,2015-05-01,10080
All other retailers,At constant prices,Actual values,6,2015,June,2015-06-01,10013
All other retailers,At constant prices,Actual values,7,2015,July,2015-07-01,10823
All other retailers,At constant prices,Actual values,8,2015,August,2015-08-01,10859
All other retailers,At constant prices,Actual values,9,2015,September,2015-09-01,10247
All other retailers,At constant prices,Actual values,10,2015,October,2015-10-01,11417
All other retailers,At constant prices,Actual values,11,2015,November,2015-11-01,11356
All other retailers,At constant prices,Actual values,12,2015,December,2015-12-01,14064
All other retailers,At constant prices,Actual values,1,2016,January,2016-01-01,11842
All other retailers,At constant prices,Actual values,2,2016,February,2016-02-01,10988
All other retailers,At constant prices,Actual values,3,2016,March,2016-03-01,11100
All other retailers,At constant prices,Actual values,4,2016,April,2016-04-01,10976
All other retailers,At constant prices,Actual values,5,2016,May,2016-05-01,10688
All other retailers,At constant prices,Actual values,6,2016,June,2016-06-01,9970
All other retailers,At constant prices,Actual values,7,2016,July,2016-07-01,10724
All other retailers,At constant prices,Actual values,8,2016,August,2016-08-01,10603
All other retailers,At constant prices,Actual values,9,2016,September,2016-09-01,10465
All other retailers,At constant prices,Actual values,10,2016,October,2016-10-01,11441
All other retailers,At constant prices,Actual values,11,2016,November,2016-11-01,11718
All other retailers,At constant prices,Actual values,12,2016,December,2016-12-01,13653
All other retailers,At constant prices,Actual values,1,2017,January,2017-01-01,11818
All other retailers,At constant prices,Actual values,2,2017,February,2017-02-01,11198
All other retailers,At constant prices,Actual values,3,2017,March,2017-03-01,11542
All other retailers,At constant prices,Actual values,4,2017,April,2017-04-01,10912
All other retailers,At constant prices,Actual values,5,2017,May,2017-05-01,11585
All other retailers,At constant prices,Actual values,6,2017,June,2017-06-01,11380
All other retailers,At constant prices,Actual values,7,2017,July,2017-07-01,12268
All other retailers,At constant prices,Actual values,8,2017,August,2017-08-01,13454
All other retailers,At constant prices,Actual values,9,2017,September,2017-09-01,12802
All other retailers,At constant prices,Actual values,10,2017,October,2017-10-01,13594
All other retailers,At constant prices,Actual values,11,2017,November,2017-11-01,14690
All other retailers,At constant prices,Actual values,12,2017,December,2017-12-01,15938
All other retailers,At constant prices,Actual values,1,2018,January,2018-01-01,12989
All other retailers,At constant prices,Actual values,2,2018,February,2018-02-01,12933
All other retailers,At constant prices,Actual values,3,2018,March,2018-03-01,13119
All other retailers,At constant prices,Actual values,4,2018,April,2018-04-01,12593
All other retailers,At constant prices,Actual values,5,2018,May,2018-05-01,13437
All other retailers,At constant prices,Actual values,6,2018,June,2018-06-01,12599
All other retailers,At constant prices,Actual values,7,2018,July,2018-07-01,13177
All other retailers,At constant prices,Actual values,8,2018,August,2018-08-01,13918
All other retailers,At constant prices,Actual values,9,2018,September,2018-09-01,13538
All other retailers,At constant prices,Actual values,10,2018,October,2018-10-01,14629
All other retailers,At constant prices,Actual values,11,2018,November,2018-11-01,15259
